salary_id,employee_id,salary,start_date,end_date
1476,232,50101.93,2017-12-24,2019-01-05
1477,6983,55200.11,2018-09-08,2020-01-14
1478,6608,65861.18,2021-01-01,2022-03-17
1479,3320,67595.15,2018-06-25,2019-03-11
1480,1688,50399.2,2019-08-29,2020-10-03
1481,4308,41968.72,2023-01-11,2023-10-22
1482,8558,53158.81,2019-07-10,2021-02-01
1483,9703,88166.24,2019-09-08,2020-12-14
1484,7757,44245.47,2022-06-22,2023-07-21
1485,3799,40023.6,2022-04-06,2023-05-12
1486,2401,44065.01,2022-08-15,2023-07-07
1487,5,39278.31,2020-04-28,2021-09-21
1488,856,63143.79,2017-05-06,2018-03-22
1489,7204,71566.32,2018-09-14,2020-05-21
1490,5360,62520.63,2023-01-05,2024-05-08
1491,1922,65807.98,2024-04-06,2025-06-06
1492,6182,73843.45,2020-10-29,2022-05-26
1493,5817,81125.72,2023-08-30,2025-01-10
1494,5194,83580.71,2021-09-18,2022-06-05
1495,3505,87001.95,2017-12-01,2018-11-16
1496,4551,81193.19,2024-01-31,2024-12-22
1497,9184,61955.14,2021-03-11,2022-12-03
1498,4105,65684.78,2020-09-11,2021-07-11
1499,7134,44790.68,2023-01-24,2024-07-13
1500,5992,77390.96,2019-03-17,2021-01-02
1501,5669,46757.9,2023-10-31,2025-07-06
1502,9172,56035.16,2017-08-13,2018-08-23
1503,2933,45770.98,2021-08-26,2022-03-04
1504,5915,45718.87,2018-12-02,2020-11-19
1505,9605,53064.83,2020-09-25,2022-02-04
1506,6044,62653.63,2023-05-07,2024-07-19
1507,213,36844.05,2018-04-01,2019-07-04
1508,4505,56906.17,2017-10-08,2019-08-09
1509,4146,69389.87,2020-04-26,2021-07-30
1510,9375,82475.19,2020-11-27,2021-06-26
1511,7714,61966.53,2021-12-14,2023-09-20
1512,7757,37100.65,2019-10-31,2020-08-12
1513,473,73810.18,2022-08-15,2023-07-17
1514,2899,39555.35,2020-04-30,2021-03-10
1515,1957,59385.79,2021-11-18,2022-07-13
1516,1022,40361.15,2023-07-06,2024-11-18
1517,8915,89087.19,2021-10-13,2023-01-20
1518,3182,53296.57,2020-01-05,2020-07-20
1519,5186,84814.86,2019-12-17,2020-12-04
1520,9615,63398.72,2023-09-03,2025-03-11
1521,6606,81074.42,2022-03-26,2023-11-22
1522,1008,45611.7,2021-06-19,2022-02-20
1523,8217,75092.64,2023-03-04,2024-01-29
1524,1376,59386.94,2019-06-01,2020-05-22
1525,4515,72879.42,2020-08-19,2021-09-06
1526,6706,69941.48,2019-10-10,2020-10-01
1527,53,50056.97,2017-09-04,2019-01-15
1528,5746,53779.89,2023-04-09,2024-02-03
1529,9309,66140.41,2024-01-25,2024-10-19
1530,7586,41394.39,2017-09-22,2018-06-19
1531,1484,75125.27,2021-08-04,2022-08-05
1532,3042,67513.17,2019-02-07,2020-06-26
1533,330,78380.52,2022-06-19,2023-06-07
1534,3564,60319.2,2020-07-19,2022-02-02
1535,4043,81051.96,2018-07-22,2019-11-29
1536,3131,52076.79,2017-06-16,2018-04-27
1537,6215,44790.22,2023-04-21,2024-08-06
1538,2301,57769.05,2024-04-23,2025-09-08
1539,3085,83596.27,2023-09-13,2024-12-15
1540,2902,49264.47,2022-06-16,2023-10-11
1541,7203,40082.66,2023-04-03,2024-06-26
1542,5819,54187.26,2023-07-03,2025-01-05
1543,8570,80622.5,2020-05-01,2022-01-31
1544,2794,87231.58,2018-09-19,2019-04-24
1545,9589,43563.73,2021-11-06,2023-06-03
1546,9318,89656.56,2020-11-11,2021-12-11
1547,7109,70530.44,2017-07-04,2018-12-21
1548,4730,53819.96,2019-11-30,2020-12-26
1549,8254,39991.66,2019-07-13,2020-10-10
1550,3453,47004.02,2019-12-03,2021-02-19
1551,4274,85705.57,2019-12-17,2020-07-16
1552,8472,61136.54,2023-05-05,2024-05-09
1553,7656,55475.55,2021-01-22,2022-06-16
1554,6192,52730.46,2018-07-21,2019-02-20
1555,1714,82813.1,2017-07-18,2019-01-16
1556,130,58177.43,2024-02-13,2025-01-20
1557,5484,70633.47,2019-01-25,2020-07-02
1558,1642,85223.19,2019-06-16,2020-06-21
1559,5019,60676.27,2019-02-11,2020-01-23
1560,3051,59145.48,2017-09-06,2018-03-27
1561,7479,75202.52,2020-07-14,2022-03-31
1562,7760,48891.61,2022-09-22,2023-11-25
1563,6115,61540.67,2021-08-21,2023-01-28
1564,6573,37207.09,2021-10-12,2023-02-11
1565,3839,40932.04,2018-03-05,2020-02-02
1566,6978,87469.01,2021-06-05,2022-09-03
1567,6566,44021.43,2017-07-21,2018-02-15
1568,2727,83762.74,2023-12-18,2025-04-18
1569,8587,87332.16,2017-09-28,2018-10-16
1570,9306,42144.0,2021-06-19,2022-05-07
1571,5459,88367.88,2019-02-17,2019-10-10
1572,5068,79081.93,2018-11-30,2019-10-20
1573,7516,44093.81,2019-09-16,2021-04-23
1574,14,46022.36,2017-07-08,2018-06-04
1575,2820,51913.97,2023-10-14,2025-02-13
1576,3025,82176.92,2021-03-26,2022-05-21
1577,7153,74827.39,2018-12-29,2019-09-27
1578,2526,35271.96,2023-03-01,2024-09-14
1579,2611,40495.24,2019-09-10,2021-02-23
1580,9009,73432.89,2022-04-14,2023-11-18
1581,7739,80724.08,2023-12-15,2025-07-02
1582,3978,56316.57,2018-05-04,2019-02-06
1583,5216,56993.6,2019-04-28,2020-03-09
1584,5360,80088.51,2023-03-03,2024-06-14
1585,6957,64376.33,2024-01-19,2025-08-24
1586,5684,71843.22,2020-02-02,2021-12-13
1587,9609,47193.17,2021-01-31,2021-08-26
1588,9971,77231.42,2021-11-30,2022-11-27
1589,6048,53691.8,2019-08-04,2021-02-04
1590,27,85302.23,2018-01-21,2019-08-31
1591,3770,62497.23,2019-05-10,2020-03-26
1592,725,51606.59,2020-02-15,2021-03-17
1593,1522,56123.66,2020-11-10,2022-04-21
1594,2948,43291.12,2024-04-14,2025-12-20
1595,5097,72140.01,2019-09-08,2021-04-06
1596,7876,49356.07,2019-08-28,2020-03-30
1597,6910,43994.86,2022-06-06,2023-06-04
1598,8477,60570.75,2020-09-13,2021-06-28
1599,1354,72733.61,2018-03-14,2019-08-30
1600,1662,79195.26,2019-12-29,2021-08-14
1601,201,52546.42,2021-04-18,2022-03-28
1602,9416,56119.47,2020-07-13,2022-06-12
1603,7450,61737.67,2018-09-29,2019-04-08
1604,6582,77424.78,2023-01-03,2024-09-06
1605,4964,49225.7,2017-08-05,2019-04-12
1606,1900,62613.39,2018-08-20,2020-05-22
1607,7759,81429.26,2020-09-24,2022-03-01
1608,5978,78202.21,2021-10-20,2022-08-10
1609,6948,82867.29,2017-10-09,2019-05-04
1610,1311,35382.62,2017-08-03,2018-07-02
1611,9670,45868.72,2020-01-30,2021-04-18
1612,7455,37669.9,2022-06-28,2024-03-14
1613,4616,41685.33,2022-10-07,2023-05-15
1614,8022,55190.73,2021-06-25,2023-04-07
1615,9820,48877.97,2020-08-15,2022-02-24
1616,5529,77175.86,2020-04-19,2021-08-15
1617,386,44830.05,2022-01-14,2023-04-12
1618,5848,35963.54,2021-08-07,2023-04-06
1619,5319,69979.05,2018-07-17,2019-11-13
1620,9762,54648.45,2022-07-05,2023-04-25
1621,600,48674.47,2018-01-03,2019-08-11
1622,1378,41933.0,2020-04-11,2021-01-12
1623,2370,58710.53,2023-04-09,2025-02-22
1624,4501,88451.9,2022-09-30,2024-03-16
1625,4000,66298.76,2023-12-16,2025-12-01
1626,666,52962.37,2020-03-12,2020-11-25
1627,628,68514.44,2021-02-06,2022-01-02
1628,1657,63194.78,2020-02-26,2021-09-19
1629,1291,86009.23,2020-01-08,2021-06-16
1630,4948,57040.68,2020-05-28,2022-01-30
1631,3014,74687.67,2021-06-27,2022-09-13
1632,1299,88083.8,2023-04-05,2024-12-18
1633,3140,89720.51,2020-02-26,2021-05-18
1634,8423,73184.14,2023-07-09,2024-09-10
1635,801,66533.48,2020-09-28,2022-04-14
1636,3526,50113.27,2018-07-08,2020-03-26
1637,3043,62585.97,2020-09-18,2021-12-25
1638,750,85036.05,2023-08-15,2025-03-25
1639,4669,35277.81,2021-09-08,2022-12-11
1640,3394,78012.78,2021-02-10,2021-08-28
1641,2127,49687.93,2022-12-28,2024-04-02
1642,9816,40343.12,2020-01-22,2021-06-10
1643,3684,73995.47,2022-03-02,2022-09-16
1644,3622,68626.25,2022-02-24,2022-10-27
1645,9984,67335.28,2021-02-27,2022-12-10
1646,9753,64780.19,2019-01-17,2020-06-16
1647,7793,53862.29,2023-09-03,2024-03-13
1648,5238,80244.58,2019-09-08,2021-02-23
1649,2487,81989.58,2021-02-23,2022-12-08
1650,8176,64273.22,2019-06-20,2020-07-19
1651,2786,49063.09,2021-10-29,2023-05-31
1652,529,69726.12,2018-02-13,2018-10-31
1653,9197,39570.06,2021-12-26,2023-06-12
1654,8677,51721.8,2021-09-11,2023-03-23
1655,5167,72097.58,2017-08-24,2019-05-28
1656,485,69367.45,2023-01-20,2023-12-25
1657,2732,66069.08,2021-03-28,2022-09-19
1658,6806,76326.36,2021-12-25,2022-07-16
1659,4652,89432.41,2023-10-12,2025-08-24
1660,6149,55813.59,2022-04-30,2023-03-10
1661,2024,56766.23,2022-12-20,2023-09-25
1662,3463,66390.98,2023-09-24,2024-07-13
1663,2927,77178.11,2018-06-16,2019-05-24
1664,6572,54361.35,2018-01-26,2019-09-16
1665,3568,84525.24,2019-06-07,2021-02-04
1666,4570,77377.48,2022-08-18,2024-01-07
1667,1731,62626.76,2019-11-18,2021-04-06
1668,8725,47380.46,2023-07-12,2025-02-12
1669,6619,76625.55,2023-09-08,2025-07-25
1670,4691,43633.23,2017-12-14,2019-09-15
1671,2911,50862.43,2017-10-13,2019-05-25
1672,8728,76961.42,2017-11-10,2019-04-16
1673,2823,56084.44,2019-12-27,2020-10-02
1674,6851,57566.16,2019-01-04,2020-09-03
1675,476,42621.46,2022-01-28,2023-03-13
1676,8248,67976.25,2023-01-07,2023-09-26
1677,6698,52876.12,2018-08-26,2019-03-17
1678,4096,66311.84,2022-08-19,2023-08-04
1679,7732,87351.53,2020-08-31,2021-05-31
1680,373,65363.15,2022-03-11,2023-10-10
1681,3163,60177.29,2020-09-23,2021-09-03
1682,3921,60969.29,2019-10-30,2020-10-23
1683,3274,42295.75,2022-07-23,2023-12-15
1684,1062,46385.4,2019-03-03,2019-09-30
1685,7556,48477.58,2018-11-25,2020-09-05
1686,9884,89434.23,2023-04-23,2025-01-16
1687,2898,62511.82,2018-10-16,2020-07-29
1688,1822,82964.7,2022-10-24,2024-03-26
1689,2610,60421.67,2017-08-25,2018-10-29
1690,1145,76173.47,2019-03-04,2019-09-07
1691,6658,89754.4,2017-12-29,2019-12-11
1692,6314,78067.35,2017-08-19,2018-04-28
1693,4261,74368.72,2022-11-25,2023-09-24
1694,9945,59118.66,2020-01-02,2020-07-24
1695,980,79641.43,2021-09-07,2022-12-30
1696,654,56968.62,2020-08-15,2022-02-18
1697,8382,58572.37,2018-01-08,2019-09-30
1698,2033,43029.11,2020-03-10,2020-12-21
1699,4301,74709.68,2017-11-13,2018-09-03
1700,6005,71109.53,2019-12-29,2021-08-22
1701,2326,78755.42,2018-10-01,2019-12-03
1702,3443,40341.91,2018-03-01,2019-05-25
1703,1214,84455.74,2021-05-20,2023-02-28
1704,8054,76633.93,2021-03-14,2022-05-18
1705,5611,72905.68,2019-06-18,2020-10-12
1706,5418,73475.89,2023-03-24,2024-12-24
1707,9310,67693.55,2022-09-02,2023-12-07
1708,2295,63697.86,2021-02-03,2021-12-31
1709,426,83409.38,2019-11-19,2020-12-29
1710,9234,74259.17,2021-12-01,2023-06-05
1711,5025,66220.2,2023-09-18,2024-08-25
1712,4993,74219.34,2018-07-12,2020-05-08
1713,4832,75905.32,2022-08-13,2023-07-17
1714,2107,68409.72,2019-08-12,2020-07-07
1715,6296,70021.93,2020-07-07,2021-09-23
1716,459,67077.67,2019-01-21,2020-02-21
1717,2431,49268.16,2023-05-02,2023-11-10
1718,8333,57321.45,2020-02-16,2022-01-25
1719,2792,70411.83,2023-09-08,2025-02-21
1720,9620,52286.29,2023-03-12,2025-02-02
1721,6134,82597.48,2021-06-24,2023-01-12
1722,7951,82893.02,2019-07-23,2020-07-10
1723,7898,61619.91,2023-10-14,2024-10-07
1724,6224,71780.96,2021-11-17,2022-05-30
1725,1061,47365.38,2019-04-27,2020-10-08
1726,3383,43254.87,2023-05-26,2024-07-08
1727,9972,70749.82,2020-12-24,2021-10-22
1728,5841,60262.69,2022-06-19,2024-05-09
1729,200,84397.41,2019-12-02,2021-11-17
1730,3319,71533.42,2021-05-05,2022-11-08
1731,6529,87361.55,2019-06-17,2020-03-24
1732,8314,49931.05,2019-04-24,2019-12-28
1733,8762,88374.05,2018-08-10,2019-04-28
1734,918,66168.62,2022-12-10,2024-09-07
1735,4063,49083.96,2018-10-17,2019-12-21
1736,2994,47558.7,2019-08-11,2020-10-14
1737,7473,37212.8,2022-09-29,2023-09-25
1738,9981,65358.66,2021-05-17,2022-08-12
1739,1497,75333.55,2023-05-05,2024-05-13
1740,1044,63740.67,2020-11-02,2021-09-13
1741,998,47517.24,2022-09-09,2023-10-06
1742,9596,60534.92,2017-12-02,2019-10-01
1743,8798,52537.21,2017-10-29,2018-06-18
1744,1197,61306.45,2021-05-31,2022-06-16
1745,7241,61181.97,2021-06-01,2022-02-21
1746,1637,67906.16,2020-12-25,2022-01-29
1747,4915,66994.25,2019-10-02,2020-04-08
1748,1828,77756.77,2020-02-27,2021-11-21
1749,3192,89573.07,2019-03-20,2020-12-26
1750,4125,68074.48,2023-08-08,2025-03-26
1751,8071,53075.17,2021-10-17,2022-10-12
1752,7919,50606.56,2018-06-21,2020-05-27
1753,4910,82699.35,2023-06-07,2024-08-30
1754,4080,50140.86,2023-01-04,2024-06-16
1755,9196,51984.22,2020-09-12,2022-08-08
1756,7210,88747.59,2023-12-25,2024-10-14
1757,2985,35358.45,2018-04-03,2020-02-11
1758,8349,62268.34,2022-04-16,2024-02-06
1759,2930,76824.08,2022-06-23,2023-02-25
1760,4992,85891.24,2017-05-09,2018-02-09
1761,7262,70083.56,2023-05-15,2024-10-26
1762,8825,45647.75,2023-09-27,2024-09-28
1763,1782,46726.9,2020-09-19,2021-11-10
1764,8222,52600.87,2024-04-21,2025-08-26
1765,8691,40660.44,2021-06-11,2023-04-05
1766,4917,66405.46,2021-09-16,2022-10-16
1767,2533,43601.32,2019-12-19,2021-05-13
1768,6492,81879.65,2022-05-22,2023-05-12
1769,9997,52912.47,2022-12-14,2023-11-19
1770,8462,70941.98,2023-03-15,2025-01-08
1771,6831,47579.8,2020-11-03,2022-02-01
1772,4307,86388.15,2021-09-11,2023-07-06
1773,4975,42974.26,2019-05-02,2020-11-11
1774,5468,80607.72,2024-04-11,2025-10-05
1775,5167,51940.93,2024-02-11,2025-11-12
1776,9229,76948.24,2017-07-09,2019-02-11
1777,93,38041.91,2021-01-12,2022-08-28
1778,6698,70518.6,2021-03-15,2022-09-08
1779,2293,77187.67,2021-02-21,2022-11-30
1780,320,46473.5,2019-05-13,2020-06-03
1781,4194,80790.35,2020-03-23,2021-07-17
1782,388,58512.41,2018-05-24,2019-10-15
1783,6266,65693.75,2019-10-05,2021-03-01
1784,3268,68965.57,2021-03-10,2022-04-14
1785,7211,40875.9,2017-06-21,2018-09-24
1786,3984,52901.57,2018-04-07,2019-03-17
1787,7860,87362.5,2023-07-10,2025-05-01
1788,754,72829.05,2017-12-12,2019-07-14
1789,7980,50407.84,2023-02-07,2024-04-17
1790,9941,38262.43,2018-01-13,2019-07-31
1791,920,50182.54,2023-07-20,2024-12-31
1792,6054,85798.34,2023-02-12,2024-11-01
1793,1820,42385.66,2019-07-15,2021-05-08
1794,1213,88744.83,2021-06-30,2022-11-24
1795,6780,83067.28,2019-03-03,2020-02-01
1796,9664,66574.85,2021-11-10,2023-03-11
1797,9206,59104.37,2022-06-19,2023-03-16
1798,5372,65617.09,2023-05-30,2024-08-18
1799,4775,42725.72,2021-08-25,2022-03-15
1800,1115,87646.01,2018-01-07,2019-05-23
1801,5919,76100.03,2020-04-29,2022-01-25
1802,3520,52669.69,2021-05-21,2022-05-24
1803,3731,54921.21,2023-12-14,2025-09-25
1804,3261,49044.68,2017-09-30,2018-12-19
1805,380,41555.47,2020-02-10,2020-12-29
1806,6731,56796.94,2018-02-05,2019-10-15
1807,7969,80742.09,2021-12-27,2022-08-13
1808,988,55541.09,2017-11-02,2019-10-07
1809,9269,89761.0,2019-03-14,2020-11-30
1810,8262,78457.56,2023-06-02,2024-10-28
1811,8062,66614.85,2020-07-11,2021-10-23
1812,1100,66091.87,2020-02-11,2020-10-25
1813,9148,64246.93,2022-10-23,2023-08-14
1814,8414,66565.89,2017-12-03,2018-08-29
1815,7676,76354.9,2023-03-08,2024-03-17
1816,7061,60614.33,2017-09-05,2018-12-12
1817,2494,39016.42,2020-07-07,2021-12-07
1818,9425,59972.59,2018-02-02,2019-07-14
1819,7085,57080.63,2020-07-17,2021-02-03
1820,4814,69302.94,2018-03-11,2018-09-13
1821,6389,35469.58,2024-03-24,2024-10-09
1822,5282,43277.22,2018-06-27,2020-03-05
1823,3652,64280.04,2020-08-31,2022-01-27
1824,3283,84128.39,2023-12-23,2025-06-18
1825,9452,45386.61,2024-02-07,2025-01-08
1826,2430,51966.49,2022-07-27,2023-08-22
1827,1654,64338.21,2017-08-04,2018-02-26
1828,647,64704.19,2023-03-05,2024-01-09
1829,1135,82880.58,2021-10-11,2023-03-10
1830,3771,46093.58,2018-11-27,2019-12-25
1831,2676,89505.2,2021-05-03,2023-01-07
1832,3818,77478.99,2018-01-08,2019-02-14
1833,448,83270.07,2023-07-30,2024-06-14
1834,7204,80878.65,2021-05-18,2022-03-20
1835,6146,59417.39,2019-10-18,2020-05-11
1836,3418,37706.79,2021-10-17,2023-05-09
1837,7186,45925.08,2024-03-22,2025-10-31
1838,6235,40106.85,2022-05-19,2023-03-22
1839,2869,85230.58,2020-10-11,2022-09-09
1840,8463,43958.56,2020-07-04,2021-05-04
1841,3435,86738.27,2024-02-23,2024-12-22
1842,9910,76232.54,2023-06-06,2024-12-03
1843,5192,45503.96,2017-05-09,2019-01-04
1844,1488,54792.22,2022-03-10,2024-02-07
1845,4183,41159.58,2022-04-16,2024-03-16
1846,7487,35399.06,2022-02-01,2022-08-16
1847,6882,87886.28,2022-01-04,2023-08-16
1848,1640,54821.58,2021-04-06,2022-10-01
1849,5079,58878.19,2017-05-02,2018-01-03
1850,4927,89983.86,2023-02-07,2024-03-27
1851,1384,83176.8,2022-12-12,2024-07-13
1852,260,75129.6,2024-03-08,2025-06-12
1853,5297,42740.47,2021-02-17,2021-10-01
1854,4080,66051.86,2021-08-22,2022-08-18
1855,2097,43566.71,2018-10-30,2020-10-10
1856,7698,38364.98,2023-11-11,2024-06-17
1857,3438,55443.72,2019-11-03,2021-02-25
1858,6798,58058.15,2019-05-31,2020-05-06
1859,2862,88091.51,2020-11-13,2022-10-25
1860,2976,83349.26,2017-08-20,2019-02-24
1861,1793,36648.91,2021-11-07,2022-10-19
1862,3344,57200.99,2019-11-03,2021-03-10
1863,6115,69205.25,2019-12-19,2021-03-14
1864,467,53237.01,2018-08-23,2019-03-17
1865,7709,75422.3,2023-07-11,2024-02-11
1866,2365,37557.47,2018-06-06,2020-01-24
1867,6178,44335.71,2024-04-07,2026-03-25
1868,1641,54176.65,2019-05-12,2019-11-23
1869,3649,58093.56,2021-02-07,2021-11-08
1870,1087,88280.17,2023-02-01,2023-11-23
1871,7610,82087.72,2023-01-11,2024-09-07
1872,8794,42392.3,2022-11-05,2024-07-27
1873,9884,52128.7,2022-04-07,2022-10-04
1874,7693,42050.92,2023-11-24,2025-02-09
1875,8848,87629.79,2018-12-05,2020-06-11
1876,1580,62104.09,2021-07-11,2023-05-11
1877,9360,41920.81,2023-09-11,2024-09-25
1878,8434,79299.61,2018-02-22,2018-12-31
1879,2337,71256.55,2021-04-12,2022-05-27
1880,1554,50526.49,2017-08-15,2019-03-31
1881,1725,47442.29,2017-08-06,2018-10-15
1882,3025,53074.42,2020-07-16,2021-11-16
1883,7572,63429.74,2021-03-03,2023-02-13
1884,4371,53036.92,2018-06-10,2019-04-20
1885,6141,66865.27,2023-01-17,2023-12-11
1886,561,69753.41,2018-06-13,2020-01-08
1887,3243,35787.7,2019-10-23,2020-10-23
1888,559,43903.69,2022-03-24,2023-05-21
1889,5285,66464.77,2019-11-25,2020-06-03
1890,7928,45326.15,2021-07-12,2022-12-26
1891,9457,59865.73,2021-01-09,2022-08-27
1892,3520,69172.19,2018-10-05,2020-07-10
1893,8944,41480.05,2023-11-28,2025-08-19
1894,4577,85813.71,2020-01-20,2021-12-26
1895,5526,49040.64,2017-08-02,2018-08-07
1896,7985,71478.64,2022-02-18,2023-11-27
1897,5610,49457.48,2017-10-24,2019-10-05
1898,5988,70326.1,2023-06-29,2025-03-06
1899,8902,40202.09,2020-09-22,2021-07-28
1900,7495,41615.28,2020-05-22,2021-03-11
1901,4845,83031.87,2020-03-11,2021-01-14
1902,5031,58989.03,2024-02-12,2025-11-16
1903,1360,45043.68,2018-11-23,2020-10-19
1904,8371,42793.96,2023-11-15,2024-11-28
1905,3635,45927.24,2018-12-21,2019-07-06
1906,5799,68051.5,2021-01-19,2023-01-07
1907,2487,37584.74,2023-12-02,2025-11-18
1908,8736,64670.15,2023-11-10,2025-05-14
1909,8698,55595.97,2021-10-04,2022-09-19
1910,1641,69919.9,2018-02-16,2019-01-31
1911,3708,64745.19,2023-09-12,2024-08-12
1912,9989,82206.24,2022-10-18,2024-06-23
1913,4562,87748.12,2021-08-04,2022-03-22
1914,6568,56437.48,2021-03-31,2022-07-27
1915,8549,84155.95,2023-01-28,2024-09-30
1916,7668,42486.59,2017-09-11,2019-02-02
1917,4916,39117.88,2019-10-25,2020-04-22
1918,9106,46481.51,2022-03-19,2023-07-31
1919,9732,38257.22,2021-10-05,2022-06-10
1920,6724,42908.54,2021-06-06,2022-04-25
1921,2626,56518.1,2018-01-31,2019-04-04
1922,2613,56504.98,2023-11-28,2025-07-29
1923,3169,80888.1,2019-09-08,2020-11-15
1924,1156,87984.65,2022-03-31,2023-05-16
1925,4526,84095.12,2022-02-02,2022-12-22
1926,2023,46320.71,2018-04-22,2019-03-23
1927,2334,76832.15,2020-05-10,2021-08-15
1928,177,63634.12,2024-04-27,2025-02-21
1929,8590,77441.19,2017-08-08,2018-05-20
1930,9805,47769.96,2019-09-16,2021-07-09
1931,7181,80223.22,2017-11-23,2019-03-23
1932,8868,43452.21,2020-06-04,2022-03-11
1933,5594,87221.84,2019-02-10,2020-05-13
1934,672,81088.76,2021-06-26,2023-01-17
1935,4186,69479.41,2019-03-18,2020-01-07
1936,6979,83193.33,2017-12-22,2018-12-09
1937,7984,47354.84,2023-02-22,2024-06-14
1938,1689,89868.29,2023-06-26,2024-03-22
1939,9885,48271.09,2019-04-02,2020-10-04
1940,8103,58192.08,2023-07-17,2025-03-30
1941,1724,81327.87,2023-02-19,2024-05-30
1942,4520,70214.6,2018-03-28,2019-06-08
1943,5388,71683.82,2019-06-03,2021-02-01
1944,4117,39570.13,2021-12-03,2023-06-01
1945,1657,48350.93,2017-12-28,2019-11-05
1946,8110,67509.64,2023-01-24,2024-03-05
1947,4355,89851.64,2022-05-02,2023-02-12
1948,7994,68364.53,2020-06-08,2021-12-24
1949,6269,68091.43,2022-01-17,2022-08-28
1950,9673,66659.4,2023-03-17,2023-12-22
1951,1925,54838.55,2022-02-12,2023-04-12
1952,9893,79840.59,2021-09-02,2023-05-06
1953,654,70589.87,2021-01-04,2022-06-23
1954,7213,66533.97,2023-03-18,2024-12-28
1955,8565,86710.84,2019-10-20,2020-05-25
1956,7075,46882.17,2019-06-28,2020-01-20
1957,2962,69678.67,2023-05-22,2023-12-12
1958,5390,51075.23,2023-12-11,2024-09-17
1959,6753,75098.16,2017-12-03,2018-06-30
1960,4154,80010.26,2021-12-02,2023-06-02
1961,5637,88546.88,2022-09-16,2024-03-09
1962,4075,59530.38,2017-05-26,2018-09-01
1963,784,60201.25,2023-06-05,2024-10-29
1964,4312,46515.96,2024-01-08,2024-12-17
1965,8967,75738.76,2023-01-04,2024-05-27
1966,5711,81459.59,2020-09-12,2021-09-03
1967,1457,54349.26,2024-03-19,2025-08-22
1968,8819,52409.38,2022-07-13,2023-08-30
1969,5011,85279.42,2020-10-20,2021-07-30
1970,1482,52210.84,2020-06-03,2022-01-19
1971,8147,76611.05,2021-10-17,2022-10-22
1972,3313,82078.68,2022-01-27,2023-04-23
1973,7954,53535.07,2021-08-05,2023-01-26
1974,7173,76512.4,2021-03-31,2022-10-02
1975,2762,35876.0,2023-03-08,2024-07-30
1976,3110,84985.67,2019-01-28,2020-06-08
1977,9183,76622.38,2019-02-22,2020-06-19
1978,8819,56888.42,2020-03-28,2021-03-25
1979,1245,40135.0,2021-11-21,2022-12-09
1980,9798,81871.48,2019-08-17,2021-04-02
1981,2389,64305.53,2017-06-13,2018-11-23
1982,6501,85669.21,2022-02-15,2022-12-28
1983,1698,68738.1,2019-02-19,2020-06-13
1984,1347,89969.14,2018-05-07,2019-09-30
1985,7251,48524.7,2022-01-12,2022-08-21
1986,2540,36449.76,2022-11-06,2024-02-09
1987,3678,48494.35,2018-01-30,2019-03-10
1988,3701,70634.23,2022-04-26,2024-01-16
1989,3539,35683.01,2024-04-04,2025-02-26
1990,3993,82164.22,2022-10-08,2023-04-27
1991,7918,57798.92,2019-05-30,2021-02-17
1992,9032,57677.8,2021-11-11,2022-11-22
1993,8497,69499.03,2022-04-13,2023-11-23
1994,6343,73871.03,2017-10-09,2018-12-30
1995,5964,58722.31,2020-10-05,2021-12-28
1996,5973,52608.51,2021-10-30,2022-12-24
1997,5851,87695.01,2021-01-31,2021-10-16
1998,2204,82296.96,2020-12-19,2022-05-12
1999,4046,40314.18,2020-09-27,2021-08-04
2000,8315,64444.8,2022-01-25,2023-11-23
2001,1718,74605.84,2023-03-15,2024-05-01
2002,9078,60590.75,2019-07-25,2020-09-06
2003,9409,60313.14,2021-08-19,2022-04-10
2004,7175,67508.46,2020-09-08,2022-07-29
2005,1060,36216.34,2018-04-14,2019-04-04
2006,7348,84271.29,2020-04-25,2020-12-19
2007,7810,38507.73,2020-08-24,2021-07-21
2008,5807,87510.38,2017-09-13,2018-05-17
2009,4524,87104.31,2019-05-29,2020-08-09
2010,452,58695.65,2022-09-13,2024-07-26
2011,2185,46836.23,2022-12-25,2024-08-01
2012,7408,64611.76,2018-11-18,2020-03-29
2013,4992,47791.04,2019-07-09,2020-12-08
2014,8323,42932.82,2019-12-26,2021-08-13
2015,8842,82450.37,2023-10-19,2025-03-04
2016,9988,74166.25,2022-06-28,2023-02-17
2017,5872,77604.15,2024-01-10,2024-11-07
2018,1164,64137.46,2022-02-18,2022-10-21
2019,2642,48683.97,2023-04-22,2024-05-05
2020,9856,80965.67,2021-07-27,2022-07-25
2021,484,75076.69,2020-09-29,2022-08-16
2022,5437,40178.88,2023-08-25,2024-05-22
2023,6612,79270.27,2021-10-09,2023-05-08
2024,6248,42618.02,2024-01-07,2025-11-02
2025,5625,40272.48,2021-12-16,2022-12-18
2026,5819,73899.46,2021-11-30,2022-11-26
2027,4129,39990.4,2019-11-07,2021-09-28
2028,4269,46033.4,2017-07-18,2019-03-01
2029,5755,53684.61,2017-12-03,2018-08-23
2030,1541,49177.23,2024-03-11,2026-02-25
2031,9932,89010.56,2017-09-29,2018-05-29
2032,970,40251.97,2021-11-21,2023-06-06
2033,29,35256.36,2022-04-03,2022-10-12
2034,6304,36520.95,2018-06-19,2019-10-25
2035,9308,82264.72,2017-12-24,2019-07-10
2036,2825,70006.5,2020-05-05,2021-05-13
