job_history_id,employee_id,start_date,end_date,all_jobs_id
1366,7750,2018-09-17,2019-04-19,8
1367,737,2020-06-21,2020-10-26,4
1368,2880,2017-11-19,2018-08-26,22
1369,4280,2015-08-04,2016-10-05,26
1370,4343,2018-05-16,2018-12-29,22
1371,3911,2021-05-15,2022-04-07,19
1372,8352,2018-03-21,2018-09-06,23
1373,9585,2019-08-20,2020-10-18,17
1374,8335,2019-03-18,2019-11-20,19
1375,7457,2016-03-14,2016-11-15,1
1376,1938,2018-01-03,2019-04-05,45
1377,5102,2017-04-04,2017-07-31,24
1378,5390,2021-10-14,2023-02-07,43
1379,6319,2017-02-18,2018-06-24,14
1380,3209,2016-03-19,2016-07-17,31
1381,7003,2021-03-23,2021-12-19,39
1382,1736,2021-09-18,2022-09-20,5
1383,1712,2020-02-10,2020-12-07,38
1384,1977,2017-11-04,2018-11-12,13
1385,7224,2017-05-14,2018-07-23,24
1386,5706,2016-06-30,2017-07-23,21
1387,4578,2017-06-02,2017-12-10,11
1388,9419,2016-01-25,2016-06-25,34
1389,3129,2015-07-18,2016-09-21,16
1390,2487,2021-04-09,2021-08-26,19
1391,7541,2015-10-13,2017-01-23,30
1392,1428,2019-10-02,2020-10-02,6
1393,96,2017-04-26,2018-08-04,7
1394,6184,2017-07-08,2018-10-07,29
1395,7550,2017-09-04,2018-03-22,19
1396,6210,2015-12-15,2016-08-06,4
1397,8938,2019-06-18,2019-09-27,40
1398,9718,2020-12-23,2021-09-18,34
1399,9890,2020-01-24,2020-12-13,10
1400,1628,2020-10-17,2021-05-19,17
1401,6810,2016-02-17,2017-06-25,37
1402,4446,2017-11-18,2018-07-05,31
1403,9904,2018-05-25,2019-07-24,14
1404,5010,2019-09-20,2020-08-30,50
1405,6397,2015-07-20,2016-07-18,45
1406,8737,2020-06-08,2021-01-02,38
1407,8285,2020-05-09,2020-09-27,27
1408,6406,2018-03-24,2019-07-14,41
1409,1486,2022-02-21,2023-02-25,45
1410,7873,2016-04-04,2017-01-25,30
1411,5032,2015-11-19,2016-08-06,47
1412,8578,2016-01-18,2016-05-25,44
1413,8842,2016-03-08,2016-09-20,19
1414,1332,2017-07-28,2018-06-05,40
1415,5212,2017-02-23,2018-06-09,11
1416,1104,2015-09-17,2016-08-10,45
1417,9247,2016-03-18,2016-07-14,48
1418,454,2019-04-29,2019-11-14,21
1419,1062,2016-10-25,2017-09-04,9
1420,326,2017-06-16,2018-03-06,24
1421,8030,2017-05-21,2017-09-29,20
1422,2293,2019-02-16,2020-02-23,41
1423,4948,2016-11-19,2018-01-11,22
1424,6019,2016-09-19,2018-01-22,35
1425,7239,2019-07-23,2020-08-19,28
1426,5260,2020-10-10,2021-11-03,24
1427,1542,2019-03-29,2019-10-02,41
1428,6812,2017-09-13,2018-02-06,34
1429,3722,2017-03-30,2018-03-18,3
1430,8494,2021-05-02,2022-03-28,16
1431,3436,2017-09-11,2019-01-24,7
1432,8524,2019-07-06,2020-10-01,45
1433,3962,2018-09-06,2019-10-08,23
1434,5031,2017-10-22,2018-04-27,7
1435,3866,2019-10-09,2021-01-31,49
1436,4288,2017-04-03,2018-05-06,21
1437,2826,2019-03-03,2019-09-09,13
1438,6059,2018-03-05,2019-03-04,45
1439,915,2018-01-12,2018-07-23,48
1440,4735,2017-01-08,2017-09-28,23
1441,8192,2018-01-26,2018-06-27,5
1442,6279,2019-05-30,2020-08-30,12
1443,7623,2019-04-10,2020-08-16,18
1444,3403,2017-10-17,2018-03-18,22
1445,4637,2017-10-09,2018-03-22,39
1446,8427,2020-05-26,2020-12-14,27
1447,2193,2015-08-02,2016-11-02,32
1448,897,2018-02-27,2018-09-20,10
1449,1633,2016-06-25,2017-02-11,30
1450,546,2018-09-25,2019-09-28,9
1451,1217,2017-04-26,2018-02-14,3
1452,48,2017-06-11,2018-08-08,50
1453,7940,2016-11-18,2017-06-24,25
1454,4862,2016-01-03,2016-07-27,18
1455,3402,2021-05-09,2022-07-31,18
1456,6802,2018-08-05,2019-02-13,1
1457,6150,2018-01-24,2018-09-06,14
1458,6008,2016-03-04,2016-11-01,26
1459,1210,2020-04-21,2021-02-21,46
1460,2937,2015-12-19,2017-01-02,38
1461,8116,2020-02-12,2020-08-17,3
1462,5420,2017-08-19,2018-01-14,10
1463,5899,2017-08-18,2018-11-30,47
1464,1445,2017-09-19,2018-12-10,18
1465,3732,2020-06-06,2020-11-01,23
1466,7780,2020-12-29,2022-03-06,9
1467,3244,2021-01-04,2021-10-26,43
1468,8313,2018-06-19,2018-10-19,24
1469,4313,2017-01-29,2018-05-25,47
1470,5112,2017-05-09,2018-02-19,35
1471,2777,2017-05-30,2017-10-03,25
1472,2322,2018-06-06,2019-01-17,47
1473,5470,2019-05-17,2020-07-25,19
1474,7711,2021-05-10,2021-11-12,10
1475,4203,2018-07-29,2019-04-18,3
1476,5902,2019-07-11,2019-11-11,16
1477,6646,2018-07-04,2018-12-10,5
1478,3698,2021-11-25,2022-03-13,40
1479,70,2015-09-02,2016-06-15,18
1480,8698,2016-03-13,2016-08-29,39
1481,7755,2016-07-25,2017-09-22,24
1482,2706,2020-10-18,2021-06-12,13
1483,844,2015-09-30,2016-09-15,33
1484,586,2015-11-28,2016-09-14,49
1485,6863,2020-07-03,2021-09-16,36
1486,3695,2020-10-14,2021-07-12,15
1487,5997,2020-06-28,2021-04-29,23
1488,3930,2015-11-23,2016-09-07,33
1489,9668,2020-09-21,2021-01-31,36
1490,8615,2020-08-27,2021-02-21,50
1491,9119,2019-04-07,2019-10-31,17
1492,9238,2020-02-13,2021-01-02,50
1493,4868,2017-01-11,2017-11-06,34
1494,9501,2020-05-03,2020-09-01,36
1495,718,2016-03-03,2017-06-12,23
1496,5892,2016-07-14,2017-10-21,32
1497,3417,2021-04-05,2022-04-08,13
1498,55,2021-08-05,2022-09-28,30
1499,2061,2019-07-22,2020-09-16,26
1500,6363,2018-04-06,2019-05-06,1
1501,4734,2019-12-28,2020-09-08,1
1502,4127,2019-05-17,2020-03-01,30
1503,430,2019-09-19,2020-08-16,7
1504,5155,2016-08-10,2017-05-07,1
1505,6757,2021-09-14,2022-07-11,44
1506,5686,2016-03-15,2017-03-14,21
1507,9753,2015-12-17,2017-02-02,49
1508,638,2015-07-12,2016-05-10,42
1509,5294,2021-09-19,2022-07-19,35
1510,9679,2019-04-29,2020-08-24,32
1511,2181,2016-08-10,2017-03-01,11
1512,2773,2016-05-28,2016-12-07,19
1513,691,2015-12-27,2016-08-05,17
1514,298,2021-04-08,2022-02-06,4
1515,3918,2019-07-18,2019-11-27,45
1516,9407,2017-06-20,2017-10-17,7
1517,7039,2017-08-20,2018-07-26,37
1518,1651,2022-02-14,2022-09-28,48
1519,6256,2016-08-08,2017-03-19,49
1520,5569,2017-07-24,2017-12-11,38
1521,1490,2020-08-06,2021-11-16,20
1522,2409,2017-12-28,2018-06-24,4
1523,8972,2015-11-01,2016-04-04,26
1524,2189,2016-10-29,2017-05-27,10
1525,2585,2019-03-30,2020-02-03,36
1526,1977,2016-02-19,2016-05-30,18
1527,2157,2016-07-23,2017-03-27,41
1528,5405,2020-04-22,2020-10-08,20
1529,2387,2020-03-21,2021-07-11,17
1530,9743,2018-04-20,2018-10-24,10
1531,4707,2015-08-11,2015-11-30,16
1532,2436,2020-07-22,2021-10-18,15
1533,2155,2018-09-24,2019-12-27,50
1534,914,2020-02-16,2020-06-08,1
1535,1582,2016-08-24,2017-02-06,13
1536,7334,2020-02-11,2021-03-26,34
1537,2807,2022-02-20,2023-05-03,35
1538,2640,2015-11-28,2017-02-09,17
1539,3864,2020-08-25,2021-01-03,22
1540,9602,2021-08-13,2022-09-07,32
1541,1571,2016-01-19,2016-08-25,46
1542,5500,2016-04-22,2017-08-23,15
1543,2651,2015-08-24,2016-05-15,39
1544,6237,2021-09-19,2022-11-18,8
1545,7942,2016-01-16,2016-07-28,27
1546,9641,2021-04-09,2022-07-30,18
1547,8511,2020-12-11,2021-10-15,18
1548,7999,2017-02-22,2017-10-26,25
1549,918,2020-05-27,2021-06-06,50
1550,9767,2019-04-20,2020-03-19,30
1551,9504,2019-04-19,2019-11-15,24
1552,6160,2021-12-30,2022-08-27,5
1553,57,2016-04-09,2016-10-22,36
1554,5,2019-07-04,2020-06-06,42
1555,652,2019-01-26,2019-06-02,39
1556,6425,2021-01-15,2021-08-24,16
1557,6173,2021-12-03,2022-05-17,4
1558,7949,2019-11-18,2020-04-28,13
1559,5479,2020-01-07,2020-12-12,28
1560,2685,2015-05-04,2015-09-16,27
1561,8027,2017-01-10,2018-05-24,48
1562,3241,2017-08-16,2018-02-27,28
1563,9629,2021-11-24,2022-07-31,10
1564,5264,2017-10-03,2018-12-19,39
1565,8933,2021-03-09,2022-02-12,37
1566,7381,2015-07-12,2016-01-28,30
1567,8912,2016-03-31,2017-07-23,47
1568,2987,2020-03-27,2020-12-05,45
1569,3183,2017-07-09,2018-01-04,33
1570,1050,2019-05-10,2020-03-26,18
1571,2723,2020-06-24,2020-12-22,39
1572,2716,2015-06-16,2015-12-15,12
1573,8685,2016-10-15,2017-05-03,15
1574,8554,2018-08-03,2018-12-23,47
1575,3226,2022-03-25,2022-12-16,33
1576,2894,2021-11-30,2022-06-01,47
1577,3564,2021-11-17,2022-12-29,22
1578,458,2019-04-05,2019-09-26,25
1579,7952,2018-01-01,2018-04-25,44
1580,9518,2021-12-27,2022-09-02,46
1581,695,2021-10-22,2023-01-16,47
1582,1572,2021-12-19,2022-08-29,18
1583,1220,2020-09-22,2021-06-08,11
1584,5545,2021-03-05,2021-09-15,11
1585,9671,2022-04-20,2022-12-04,10
1586,6057,2021-07-12,2022-06-03,25
1587,431,2019-08-19,2020-11-01,34
1588,9295,2018-02-01,2019-03-02,15
1589,3715,2020-12-14,2022-02-16,45
1590,5710,2017-09-20,2018-05-21,3
1591,6800,2018-08-04,2019-11-02,11
1592,3100,2022-01-18,2023-03-23,13
1593,7522,2020-08-03,2021-01-07,18
1594,5774,2016-04-21,2017-01-21,13
1595,9058,2020-09-23,2021-04-30,47
1596,3396,2021-04-12,2022-04-14,46
1597,7321,2020-02-02,2021-04-06,33
1598,9544,2015-05-08,2016-06-30,24
1599,1306,2016-09-08,2017-10-25,47
1600,355,2016-09-20,2017-05-02,22
1601,529,2022-03-03,2023-05-04,38
1602,4391,2015-12-28,2017-01-18,22
1603,7901,2018-04-04,2019-05-01,24
1604,5662,2019-11-03,2020-10-28,4
1605,3034,2020-07-09,2021-06-18,23
1606,2116,2018-12-09,2019-06-20,15
1607,3131,2021-03-07,2021-06-17,1
1608,7898,2018-05-07,2019-05-28,1
1609,6904,2016-11-21,2017-12-11,5
1610,7140,2016-07-21,2017-04-02,39
1611,8241,2017-10-10,2018-08-07,20
1612,7478,2022-04-11,2023-03-15,19
1613,5736,2020-03-27,2021-07-20,11
1614,1606,2018-08-31,2019-09-15,18
1615,4090,2020-04-14,2021-01-26,48
1616,6240,2018-06-26,2018-10-25,24
1617,9110,2016-02-02,2017-06-10,41
1618,6243,2021-07-29,2022-01-14,37
1619,2284,2020-06-21,2021-09-02,30
1620,12,2020-12-16,2021-06-22,48
1621,5455,2016-06-04,2017-08-24,9
1622,6046,2015-11-04,2017-01-19,41
1623,4329,2017-05-17,2017-10-16,41
1624,1812,2017-03-22,2018-06-06,48
1625,1018,2018-04-24,2019-02-06,49
1626,5818,2022-02-12,2022-12-19,48
1627,2916,2018-08-29,2019-05-11,42
1628,1175,2016-01-12,2016-11-23,10
1629,6688,2018-10-13,2019-08-24,29
1630,8314,2020-08-09,2021-10-14,2
1631,9333,2019-01-16,2019-05-21,17
1632,5130,2020-09-28,2021-07-30,37
1633,4952,2016-01-19,2016-05-16,31
1634,4070,2020-12-21,2021-11-03,13
1635,4369,2020-12-23,2021-08-27,11
1636,5324,2019-01-26,2019-08-15,49
1637,2554,2016-06-24,2017-05-10,2
1638,5246,2018-08-10,2019-11-24,18
1639,3686,2020-12-06,2021-10-10,9
1640,1101,2020-07-06,2021-02-03,19
1641,4889,2015-09-27,2016-12-26,4
1642,3404,2018-11-17,2019-04-02,31
1643,5657,2017-11-07,2019-02-14,10
1644,4367,2015-07-18,2015-12-26,13
1645,705,2021-12-21,2022-05-03,39
1646,5492,2017-02-20,2017-12-27,44
1647,8741,2015-09-18,2016-11-24,16
1648,495,2020-03-24,2021-07-14,40
1649,5983,2020-09-16,2022-01-01,16
1650,1279,2018-08-25,2019-03-08,48
1651,2680,2021-10-12,2022-04-13,24
1652,6584,2015-10-22,2016-11-25,18
1653,7279,2018-12-23,2019-11-12,19
1654,8996,2015-05-30,2015-10-08,30
1655,7125,2021-08-08,2022-10-15,29
1656,6248,2017-04-25,2017-12-25,19
1657,2676,2021-12-14,2022-10-21,33
1658,3814,2019-04-15,2020-03-18,3
1659,491,2021-02-22,2022-02-25,30
1660,1300,2020-11-23,2021-03-23,48
1661,1134,2017-05-20,2017-09-15,47
1662,1789,2017-06-14,2018-02-19,9
1663,4752,2020-02-07,2021-06-15,34
1664,152,2019-10-15,2020-08-10,24
1665,9929,2021-02-05,2021-10-15,41
1666,2111,2016-11-21,2017-04-27,7
1667,8344,2019-01-02,2019-09-16,31
1668,9608,2015-11-03,2016-02-21,42
1669,419,2018-12-19,2019-08-07,18
1670,9572,2019-04-17,2019-08-22,5
1671,1012,2020-07-14,2021-01-16,29
1672,3152,2015-06-07,2015-10-21,45
1673,4808,2021-08-18,2022-02-22,37
1674,505,2021-10-22,2022-11-17,19
1675,9846,2018-10-19,2019-02-04,14
1676,6788,2015-09-14,2016-01-20,19
1677,4341,2019-06-16,2019-11-29,6
1678,1203,2016-01-16,2016-12-15,4
1679,658,2018-01-05,2018-09-02,43
1680,3391,2020-10-23,2021-02-14,5
1681,5702,2022-04-16,2022-07-29,24
1682,3556,2019-06-19,2020-03-31,6
1683,8556,2020-11-14,2021-10-13,33
1684,9006,2020-05-13,2020-09-09,21
1685,6342,2018-07-27,2018-11-11,27
1686,7056,2019-09-17,2020-06-26,29
1687,1897,2017-09-17,2018-02-23,18
1688,4340,2015-07-26,2016-02-27,34
1689,5662,2017-05-26,2018-02-20,5
1690,6606,2019-09-19,2020-10-13,2
1691,5754,2017-10-27,2018-06-20,8
1692,2156,2018-02-21,2019-01-29,30
1693,848,2016-04-01,2016-09-27,44
1694,1066,2020-02-28,2021-07-10,22
1695,3774,2017-06-28,2018-04-22,35
1696,1882,2021-06-20,2022-03-18,7
1697,2002,2020-08-25,2021-01-12,8
1698,7118,2015-05-26,2016-09-08,12
1699,7715,2019-08-01,2020-03-19,7
1700,3405,2017-02-26,2017-12-12,49
1701,3159,2021-05-20,2021-10-24,17
1702,586,2016-10-23,2017-03-25,26
1703,6912,2018-02-03,2018-05-19,21
1704,4174,2016-06-19,2017-06-09,45
1705,3061,2021-10-09,2022-07-14,21
1706,3530,2019-03-18,2020-06-17,8
1707,591,2021-04-14,2021-11-02,32
1708,8180,2018-09-12,2019-03-26,5
1709,2386,2015-07-29,2016-06-17,1
1710,2377,2021-03-13,2022-07-01,21
1711,522,2021-07-01,2022-09-05,35
1712,5017,2018-12-03,2020-03-17,21
1713,2897,2017-06-29,2017-10-17,20
1714,8992,2018-03-05,2019-01-22,34
1715,565,2016-01-09,2017-02-24,48
1716,7021,2018-05-16,2019-06-23,44
1717,2103,2022-03-20,2023-07-25,21
1718,3773,2018-03-25,2019-01-27,16
1719,639,2022-02-01,2023-04-21,7
1720,245,2021-06-21,2022-10-10,38
1721,9423,2019-09-12,2021-01-24,16
1722,1219,2016-03-07,2016-08-04,38
1723,4406,2018-11-23,2019-04-02,50
1724,422,2017-04-06,2018-05-23,39
1725,8276,2015-10-18,2016-04-19,8
1726,7401,2018-08-29,2019-02-01,46
1727,9622,2016-11-10,2018-01-22,9
1728,3027,2018-05-05,2019-05-06,34
1729,7332,2016-06-11,2017-09-29,20
1730,1260,2019-11-24,2021-03-01,22
1731,9686,2021-11-15,2023-01-07,17
1732,2458,2019-10-17,2020-06-08,23
1733,3142,2019-10-15,2021-01-19,20
1734,5420,2017-04-05,2017-09-28,3
1735,6639,2015-11-25,2016-07-15,28
1736,2847,2019-04-18,2019-11-28,31
1737,8726,2021-10-04,2022-08-21,46
1738,9753,2016-09-25,2017-08-14,26
1739,4563,2021-11-11,2022-03-23,36
1740,1361,2019-01-16,2019-10-14,3
1741,1149,2018-02-13,2018-08-19,50
1742,9266,2018-04-01,2019-07-18,41
1743,2223,2017-01-09,2017-12-14,45
1744,2432,2021-06-17,2021-12-30,18
1745,316,2020-12-31,2021-11-14,48
1746,8073,2018-04-08,2019-03-28,31
1747,8465,2016-07-30,2017-10-12,15
1748,6315,2018-10-02,2019-09-01,30
1749,8317,2021-03-27,2021-07-10,5
1750,8081,2019-10-15,2020-10-10,1
1751,2208,2020-05-23,2020-09-27,17
1752,8247,2021-06-13,2022-01-13,40
1753,5874,2021-01-04,2022-04-15,6
1754,3588,2016-09-09,2018-01-02,13
1755,1591,2021-03-27,2022-02-22,23
1756,9443,2016-02-14,2016-06-21,12
1757,9207,2015-07-30,2016-10-15,12
1758,4079,2019-10-21,2020-08-13,28
1759,1375,2019-03-27,2020-01-19,46
1760,2687,2018-06-19,2018-11-08,2
1761,7311,2022-04-23,2023-05-29,10
1762,5332,2020-10-15,2021-03-23,47
1763,2301,2021-01-19,2022-03-24,25
1764,6573,2020-05-27,2021-08-19,4
1765,9212,2015-11-30,2017-01-03,27
1766,6935,2018-02-02,2018-07-08,50
1767,1433,2016-11-21,2017-12-09,2
1768,4438,2020-08-12,2021-10-30,1
1769,3922,2017-01-16,2017-05-09,40
1770,9306,2021-01-30,2022-04-12,12
1771,7824,2017-07-08,2018-06-20,26
1772,3545,2017-11-23,2018-09-29,49
1773,339,2020-04-17,2021-04-22,50
1774,6840,2018-11-12,2019-06-05,15
1775,3581,2019-11-22,2020-12-30,38
1776,5677,2020-04-12,2021-02-06,3
1777,6407,2022-01-28,2022-12-01,45
1778,8082,2021-01-23,2021-05-07,28
1779,5577,2015-10-29,2016-02-16,23
1780,8621,2015-08-27,2015-12-18,42
1781,605,2016-09-30,2017-02-01,22
1782,9969,2021-04-02,2022-04-17,4
1783,3574,2021-10-18,2022-08-27,3
1784,3061,2021-02-15,2021-06-19,24
1785,9676,2015-11-30,2016-11-22,49
1786,585,2017-10-29,2018-08-14,23
1787,7063,2020-07-17,2021-04-02,19
1788,1276,2017-10-06,2018-11-03,38
1789,4718,2016-04-09,2016-08-21,50
1790,2078,2018-04-06,2018-10-31,17
1791,6845,2021-10-01,2022-07-28,5
1792,790,2016-06-07,2016-09-21,24
1793,2951,2017-03-26,2018-05-25,39
1794,9575,2018-01-12,2018-05-13,40
1795,7213,2017-07-22,2017-12-16,26
1796,9524,2018-03-17,2019-07-20,8
1797,8270,2019-09-23,2021-01-14,8
1798,5088,2021-01-04,2022-01-13,40
1799,3449,2021-03-22,2022-03-09,27
1800,8551,2021-03-19,2022-05-05,17
1801,236,2017-08-04,2018-01-19,16
1802,1535,2021-09-25,2022-08-17,29
1803,4573,2016-05-11,2017-08-10,37
1804,1534,2015-11-21,2017-03-27,8
1805,7836,2020-01-07,2020-11-26,28
1806,5454,2021-10-31,2022-02-19,24
1807,666,2019-11-25,2020-06-08,18
1808,8089,2016-12-10,2018-02-11,22
1809,3262,2021-11-19,2022-04-21,48
1810,5447,2019-08-13,2020-05-20,29
1811,2168,2021-09-09,2022-10-31,12
1812,5280,2020-02-21,2021-06-01,4
1813,8821,2015-07-23,2016-08-12,16
1814,6450,2019-05-06,2019-11-23,3
1815,9556,2022-04-17,2022-11-12,4
1816,6956,2019-09-12,2020-05-18,32
1817,9097,2019-01-10,2019-12-02,28
1818,5900,2019-08-18,2020-07-24,26
1819,6017,2022-03-17,2023-07-25,14
1820,5325,2021-10-12,2022-06-30,5
1821,4069,2017-06-27,2018-09-08,17
1822,8091,2020-11-17,2021-06-08,19
1823,9806,2022-04-01,2023-03-21,9
1824,18,2016-05-08,2016-10-08,34
1825,2799,2019-12-10,2020-11-08,4
1826,8941,2016-10-07,2018-02-09,3
1827,423,2019-08-31,2020-08-17,14
1828,8844,2015-05-21,2015-08-30,6
1829,1896,2015-07-11,2016-02-23,1
1830,2348,2019-05-10,2020-05-01,1
1831,2495,2022-02-16,2022-10-05,16
1832,1587,2021-02-22,2021-12-26,50
1833,158,2021-04-03,2022-06-27,39
1834,403,2016-03-30,2017-03-02,37
1835,5694,2020-05-17,2021-08-20,32
1836,8524,2019-02-22,2019-11-30,35
1837,1865,2015-05-22,2016-03-21,26
1838,1383,2017-08-17,2017-12-04,37
1839,8171,2018-09-16,2019-05-07,26
1840,5119,2017-12-03,2019-01-13,18
1841,787,2020-01-25,2020-08-26,18
1842,9667,2016-07-29,2017-11-22,19
1843,6532,2019-12-03,2020-04-19,46
1844,7114,2018-07-10,2018-12-29,42
1845,2051,2019-01-17,2019-07-22,45
1846,7639,2015-06-13,2016-05-05,45
1847,2167,2019-04-09,2019-09-09,28
1848,306,2020-12-13,2021-08-07,22
1849,617,2020-03-06,2021-06-19,11
1850,6252,2017-07-21,2018-11-14,2
1851,2951,2019-05-30,2020-08-04,34
1852,4953,2020-07-07,2021-04-15,27
1853,5425,2018-01-07,2018-06-28,38
1854,1492,2021-12-14,2022-12-20,46
1855,9630,2015-10-10,2016-08-01,21
1856,8863,2020-09-24,2021-07-26,33
1857,4099,2020-12-29,2022-01-27,40
1858,3559,2022-01-29,2023-04-16,13
1859,9585,2015-08-20,2016-04-16,29
1860,5772,2016-09-21,2017-11-05,13
1861,1039,2021-12-31,2022-05-01,35
1862,2888,2020-07-05,2021-07-17,15
1863,4818,2018-09-05,2019-07-27,36
1864,6728,2019-11-19,2021-01-19,6
1865,4977,2017-12-17,2018-08-04,20
1866,3668,2019-01-26,2020-05-06,47
1867,3680,2019-02-28,2020-05-19,43
1868,7229,2016-10-04,2017-07-24,15
1869,607,2015-05-19,2015-09-27,40
1870,8391,2016-12-25,2017-11-14,22
1871,5562,2022-03-06,2023-07-17,15
1872,7666,2019-09-17,2020-05-30,39
1873,7255,2017-06-01,2018-09-29,26
1874,3541,2018-03-05,2019-03-10,7
1875,3569,2018-02-05,2018-09-23,42
1876,2945,2016-01-22,2017-02-18,46
1877,263,2019-06-02,2019-11-30,1
1878,4678,2016-01-14,2016-07-16,38
1879,7983,2022-04-26,2023-01-26,35
1880,2574,2020-11-04,2021-07-13,13
1881,6546,2016-01-28,2017-04-09,47
1882,1285,2016-07-27,2016-12-09,21
1883,2616,2017-08-09,2018-12-08,8
1884,6988,2015-05-02,2016-03-03,32
1885,75,2019-04-19,2020-06-03,34
1886,6700,2020-12-26,2021-05-20,3
1887,324,2017-11-02,2018-09-16,25
1888,5200,2018-10-07,2019-11-29,33
1889,7304,2015-10-19,2017-01-07,33
1890,2623,2019-01-19,2019-10-04,46
1891,2121,2017-04-29,2018-02-12,48
1892,6907,2018-08-17,2019-09-03,24
1893,2143,2018-07-31,2019-08-30,49
1894,3581,2018-10-09,2019-07-04,36
1895,4105,2022-03-01,2023-05-01,45
1896,681,2021-09-19,2022-11-30,41
1897,4925,2016-08-17,2017-04-24,47
1898,5518,2016-09-27,2017-12-23,2
1899,3811,2020-05-22,2021-06-07,37
1900,6544,2017-07-08,2018-07-12,13
1901,3253,2015-06-19,2016-02-03,48
1902,6177,2018-09-17,2019-10-30,25
1903,372,2020-02-11,2020-07-21,34
1904,4219,2017-05-29,2018-07-13,19
1905,8701,2021-08-16,2021-12-16,26
1906,2252,2021-01-20,2022-04-29,39
1907,6627,2020-03-18,2020-10-19,22
1908,3004,2017-01-19,2018-02-07,44
1909,3653,2018-12-01,2019-09-03,5
1910,3300,2019-11-15,2020-10-25,2
1911,273,2017-02-11,2018-03-25,30
1912,1711,2020-11-10,2021-03-11,40
1913,4776,2016-02-05,2017-02-08,46
1914,8130,2016-04-29,2017-03-12,34
1915,375,2017-07-03,2018-04-12,5
1916,1018,2017-02-23,2018-06-01,33
1917,3702,2021-11-07,2022-07-06,16
1918,5223,2015-06-06,2015-12-14,5
1919,9932,2016-02-29,2016-08-23,34
1920,9878,2017-11-21,2019-03-16,42
1921,4121,2015-06-06,2016-01-31,23
1922,1425,2020-08-15,2021-03-09,33
1923,3266,2017-06-26,2018-06-15,50
1924,9177,2017-07-11,2017-12-13,34
1925,4986,2016-10-26,2017-10-12,42
1926,5040,2021-03-25,2021-12-29,10
1927,388,2020-06-07,2021-02-19,30
1928,3644,2017-09-22,2018-03-09,34
1929,751,2015-07-07,2016-08-14,13
1930,5826,2020-10-20,2021-02-27,44
1931,910,2020-08-22,2021-08-17,29
1932,7010,2018-06-18,2019-05-12,29
1933,5455,2019-07-19,2019-10-27,22
1934,567,2016-02-07,2016-10-28,50
1935,3115,2021-07-12,2022-04-01,48
1936,7933,2017-01-14,2018-03-13,41
1937,6288,2015-08-16,2015-12-24,46
1938,3604,2015-11-02,2016-09-28,26
1939,3424,2018-06-06,2019-04-01,14
1940,1114,2015-09-30,2016-04-09,18
1941,4149,2021-05-02,2021-12-31,31
1942,1386,2016-04-22,2017-08-26,23
1943,1527,2021-06-10,2022-09-29,28
1944,3669,2018-11-09,2019-12-29,10
1945,5178,2018-11-18,2019-09-26,28
1946,1055,2017-11-16,2018-07-14,42
1947,8329,2019-08-21,2020-11-16,50
1948,2561,2015-08-12,2016-04-03,45
1949,3967,2020-07-17,2021-03-28,27
1950,8941,2020-10-05,2021-02-20,22
1951,7269,2017-04-07,2017-10-06,34
1952,7367,2018-08-22,2019-06-03,44
1953,8118,2018-04-08,2018-10-28,31
1954,986,2019-05-10,2020-03-03,49
1955,1120,2015-07-10,2016-05-05,17
1956,484,2016-12-11,2017-11-28,6
1957,4177,2016-09-21,2017-02-12,50
1958,9757,2021-12-26,2022-09-08,25
1959,421,2020-08-14,2020-12-22,47
1960,1007,2015-04-30,2016-06-04,47
1961,2541,2022-04-23,2023-02-28,21
1962,8369,2019-09-27,2020-12-16,13
1963,5408,2018-09-29,2019-12-08,39
1964,6990,2021-12-29,2022-11-22,9
1965,8525,2021-10-19,2022-12-13,16
1966,9124,2017-12-19,2018-11-28,31
1967,7841,2018-12-05,2019-08-30,25
1968,4272,2020-04-11,2020-09-26,1
1969,3677,2018-09-01,2019-08-08,20
1970,1990,2020-10-15,2021-07-18,19
1971,1876,2021-04-16,2022-03-13,13
1972,4466,2020-05-02,2020-08-13,43
1973,2093,2019-09-04,2020-11-08,35
1974,2677,2022-02-27,2022-12-06,27
1975,7071,2021-03-18,2021-09-26,22
1976,9341,2017-11-19,2019-02-03,15
1977,6168,2016-06-11,2017-03-23,31
1978,6366,2018-04-08,2019-03-06,12
1979,6060,2016-01-25,2016-09-09,49
1980,5588,2018-05-01,2018-12-19,44
1981,228,2019-02-11,2020-06-23,15
1982,4997,2022-03-18,2023-05-16,38
1983,8359,2018-05-19,2019-06-16,49
1984,4044,2019-05-10,2020-04-03,39
1985,5919,2015-07-30,2016-05-08,40
1986,5395,2021-03-13,2022-01-11,16
1987,4889,2018-04-09,2018-10-12,41
1988,2969,2020-12-29,2021-05-03,44
1989,9477,2021-03-12,2022-01-30,17
1990,551,2021-09-26,2022-05-15,22
1991,4260,2018-10-05,2019-08-04,32
1992,5867,2016-12-14,2018-03-21,33
1993,3292,2020-06-28,2021-09-09,40
1994,184,2021-01-19,2022-02-10,5
1995,7676,2020-09-19,2022-01-27,25
1996,9940,2016-05-13,2017-04-06,11
1997,1023,2018-05-22,2018-12-30,18
1998,8380,2018-10-04,2019-06-30,35
1999,2405,2017-03-25,2018-02-18,34
2000,1029,2017-05-17,2018-09-22,23
2001,8483,2017-01-06,2017-09-01,15
2002,4367,2020-07-09,2020-10-29,15
2003,2154,2019-08-29,2020-10-19,38
